name,category,address_full,website,phone_number,rating,reviews_count,hours,longitude,latitude,url
Kopi Djakarta,Bar Kopi Espresso,"12, Jl. Warakas IV Gg. 7 Jl. Warakas Gg. 8 No.95, RT.2/RW.10, Warakas, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14370",Unknown,Unknown,"5,0",Unknown,"Kamis,17.00 hingga 00.00",106.8788917,-6.1242079,https://www.google.com/maps/place/Kopi+Djakarta/data=!4m7!3m6!1s0x2e6a1f5fe3eee653:0x607b7e2876227248!8m2!3d-6.1242079!4d106.8788917!16s%2Fg%2F11fk1dc686!19sChIJU-bu418fai4RSHIidih-e2A?authuser=0&hl=id&rclk=1
WARMINDO PRIOK PRIDE,Kedai Kopi,"PATOKAN SDN 02, Jl. Samudra 9 No.68 11, RT.11/RW.14, Tj. Priok, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 13510",Unknown,0896-4343-5816,"5,0",Unknown,"Kamis,Buka 24 jam",106.8692838,-6.1186108,https://www.google.com/maps/place/WARMINDO+PRIOK+PRIDE/data=!4m7!3m6!1s0x2e6a1f19c7dfaefb:0xa111671af19ec04f!8m2!3d-6.1186108!4d106.8692838!16s%2Fg%2F11wx9z1b6p!19sChIJ-67fxxkfai4RT8Ce8RpnEaE?authuser=0&hl=id&rclk=1
Kedai Belokan,Kedai Kopi,"Jl. Swasembada Timur IX No.2, RT.10/RW.10, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0856-9002-966,"4,9",Unknown,"Kamis,12.00 hingga 21.00",106.8894041,-6.123632,https://www.google.com/maps/place/Kedai+Belokan/data=!4m7!3m6!1s0x2e6a1f39cbdffedb:0x96266943b0b426ed!8m2!3d-6.123632!4d106.8894041!16s%2Fg%2F11kbb1v2l3!19sChIJ2_7fyzkfai4R7Sa0sENpJpY?authuser=0&hl=id&rclk=1
Kopte Tanjung Priok,Kedai Kopi,"Jl. Tongkol No.17 2, RT.6/RW.2, Tj. Priok, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14340",Unknown,0812-1838-3712,"5,0",Unknown,"Kamis,10.00 hingga 21.00",106.8835831,-6.1113578,https://www.google.com/maps/place/Kopte+Tanjung+Priok/data=!4m7!3m6!1s0x2e6a1f203bfa27d9:0xefe6bd9b96d972ad!8m2!3d-6.1113578!4d106.8835831!16s%2Fg%2F11szbpn0lb!19sChIJ2Sf6OyAfai4RrXLZlpu95u8?authuser=0&hl=id&rclk=1
Kopi Dapoer Papa Frendy,Kedai Kopi,"Gg. XII Kel No.44 3, RT.3/RW.11, Warakas, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14370",Unknown,0813-8504-4031,"4,6",Unknown,Unknown,106.87634,-6.1220673,https://www.google.com/maps/place/Kopi+Dapoer+Papa+Frendy/data=!4m7!3m6!1s0x2e6a1f40f3e64f91:0x1a64f81618efd47c!8m2!3d-6.1220673!4d106.87634!16s%2Fg%2F11vzpgz396!19sChIJkU_m80Afai4RfNTvGBb4ZBo?authuser=0&hl=id&rclk=1
Kopi Priok,Kedai Kopi,"Jl. Ganggeng X No.28, RT.1/RW.7, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",Unknown,0822-1121-3601,"5,0",Unknown,"Kamis,11.00 hingga 00.00",106.8829542,-6.1220692,https://www.google.com/maps/place/Kopi+Priok/data=!4m7!3m6!1s0x2e6a1f00b6c687ab:0x9293a88f1eaa818a!8m2!3d-6.1220692!4d106.8829542!16s%2Fg%2F11h49jq_9l!19sChIJq4fGtgAfai4RioGqHo-ok5I?authuser=0&hl=id&rclk=1
Wenak steak and cafe,Restoran Steak,"Jl. Warakas I No.82, RT.12, Warakas, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14340",Unknown,0813-9920-7272,"4,4",Unknown,Unknown,106.8746915,-6.119087,https://www.google.com/maps/place/Wenak+steak+and+cafe/data=!4m7!3m6!1s0x2e69b3deeea979af:0x5310503499715556!8m2!3d-6.119087!4d106.8746915!16s%2Fg%2F11c381h_w8!19sChIJr3mp7t6zaS4RVlVxmTRQEFM?authuser=0&hl=id&rclk=1
SAM COFFEE,Kedai Kopi,"Jl. Swasembada Barat XVII Jl. Swasembada Barat No.17 No.1, RT.3/RW.03, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0889-1268-179,"5,0",Unknown,"Kamis,16.00 hingga 00.00",106.8869509,-6.1202223,https://www.google.com/maps/place/SAM+COFFEE/data=!4m7!3m6!1s0x2e6a1f0003f2957f:0x51baa67ce6476c5e!8m2!3d-6.1202223!4d106.8869509!16s%2Fg%2F11nc98z534!19sChIJf5XyAwAfai4RXmxH5nymulE?authuser=0&hl=id&rclk=1
Jakarta Cafe,Kafe,"Cafe, RT.7/RW.16, Tj. Priok, Kec. Tj. Priok, Jakarta, Daerah Khusus Ibukota Jakarta 30665",Unknown,Unknown,"4,8",Unknown,"Kamis,19.00 hingga 03.00",106.890243,-6.1099775,https://www.google.com/maps/place/Jakarta+Cafe/data=!4m7!3m6!1s0x2e6a1f9453b6ff69:0xda0c5577f7b02b48!8m2!3d-6.1099775!4d106.890243!16s%2Fg%2F11dymp0rxv!19sChIJaf-2U5Qfai4RSCuw93dVDNo?authuser=0&hl=id&rclk=1
Point Coffee Bisma Raya,Kedai Kopi,"Jl. Bisma Raya No.KAV.16 BLOK C-1, RT.2/RW.9, Papanggo, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14340",Unknown,(021) 1500280,"4,6",Unknown,"Kamis,07.00 hingga 22.00",106.8684121,-6.1320897,https://www.google.com/maps/place/Point+Coffee+Bisma+Raya/data=!4m7!3m6!1s0x2e6a1f8807380e17:0x88f5ff4ef1fc84f7!8m2!3d-6.1320897!4d106.8684121!16s%2Fg%2F11fk1ljvxp!19sChIJFw44B4gfai4R94T88U7_9Yg?authuser=0&hl=id&rclk=1
Tempat Seduh,Kedai Kopi,"Tempat seduh, Jl. Upaya Utara No.80 19, RT.19/RW.5, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0813-2101-1328,"4,8",Unknown,"Kamis,18.00 hingga 00.00",106.8916747,-6.1182822,https://www.google.com/maps/place/Tempat+Seduh/data=!4m7!3m6!1s0x2e6a1f5d0da4d51d:0x83053c929fbefdef!8m2!3d-6.1182822!4d106.8916747!16s%2Fg%2F11gjv6yj8n!19sChIJHdWkDV0fai4R7_2-n5I8BYM?authuser=0&hl=id&rclk=1
Coffee Brothers-51,Kedai Kopi,"Jl. H. Mawar No.51, RT.3/RW.3, Sunter Jaya, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Unknown,0815-1098-3501,"4,8",Unknown,"Kamis,09.00 hingga 00.00",106.8678791,-6.1575914,https://www.google.com/maps/place/Coffee+Brothers-51/data=!4m7!3m6!1s0x2e69f5363b9a8389:0x83b95cf6e3c3619c!8m2!3d-6.1575914!4d106.8678791!16s%2Fg%2F11l5h7qy8q!19sChIJiYOaOzb1aS4RnGHD4_ZcuYM?authuser=0&hl=id&rclk=1
Difabis Coffee and Book,Kedai Kopi,"Lobby Blok P Kantor Walikota Jakarta Utara Jl. Laksda, Jl. Yos Sudarso No.27-29, RT.19/RW.5, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,Unknown,"4,8",Unknown,"Kamis,08.30 hingga 17.00",106.8924088,-6.120284,https://www.google.com/maps/place/Difabis+Coffee+and+Book/data=!4m7!3m6!1s0x2e6a1f2c9a888613:0xee3773d4dd9f9ec4!8m2!3d-6.120284!4d106.8924088!16s%2Fg%2F11t53gst99!19sChIJE4aImiwfai4RxJ6f3dRzN-4?authuser=0&hl=id&rclk=1
Warkop saluyu Tanjung Priok,Kedai Kopi,"Jl. Warakas I No.18, RT.14/RW.1, Warakas, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14370",Unknown,Unknown,"4,4",Unknown,"Kamis,Buka 24 jam",106.8737511,-6.1196658,https://www.google.com/maps/place/Warkop+saluyu+Tanjung+Priok/data=!4m7!3m6!1s0x2e6a1fc6e4e31947:0x76cea3c5b1f24d33!8m2!3d-6.1196658!4d106.8737511!16s%2Fg%2F11v66hwn21!19sChIJRxnj5MYfai4RM03yscWjznY?authuser=0&hl=id&rclk=1
2am Coffee,Kedai Kopi,"Jl. Swasembada Timur XIX Jl. Swadaya 1 No.7, RT.8/RW.6, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0877-4349-770,"5,0",Unknown,"Kamis,09.00 hingga 22.00",106.8903845,-6.1162356,https://www.google.com/maps/place/2am+Coffee/data=!4m7!3m6!1s0x2e6a1f6dbefad357:0x2c3ba529b2353d91!8m2!3d-6.1162356!4d106.8903845!16s%2Fg%2F11qyqdft_l!19sChIJV9P6vm0fai4RkT01simlOyw?authuser=0&hl=id&rclk=1
Kenangan Manis Drink (Tg. Priok),Kedai Kopi,"VVCH+F4W, Jl. Papanggo IIC, RT.8/RW.3, Papanggo, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14340",Unknown,0878-4745-9873,"5,0",Unknown,"Kamis,04.00 hingga 21.00",106.8778286,-6.1287584,https://www.google.com/maps/place/Kenangan+Manis+Drink+%28Tg.+Priok%29/data=!4m7!3m6!1s0x2e6a1fd9a242b7c1:0x6730465203866c68!8m2!3d-6.1287584!4d106.8778286!16s%2Fg%2F11p0bksff2!19sChIJwbdCotkfai4RaGyGA1JGMGc?authuser=0&hl=id&rclk=1
Tempat Kita Coffee & Eatery,Kedai Kopi,"Jl. Kebon Bawang VII No.28 17, RT.3/RW.6, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,Unknown,"5,0",Unknown,Unknown,106.8910688,-6.114607,https://www.google.com/maps/place/Tempat+Kita+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e6a1fea39276fbd:0x4e7c793e5903ad39!8m2!3d-6.114607!4d106.8910688!16s%2Fg%2F11kbth3pjc!19sChIJvW8nOeofai4ROa0DWT55fE4?authuser=0&hl=id&rclk=1
Metamorf Coffee,Kafe,"Jl. Ganggeng VI No.20, RT.11/RW.1, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",Unknown,0896-6423-3052,"4,4",Unknown,"Kamis,14.30 hingga 22.00",106.8822466,-6.1174856,https://www.google.com/maps/place/Metamorf+Coffee/data=!4m7!3m6!1s0x2e6a1f5e1d49be79:0x2c13a5a20105fc34!8m2!3d-6.1174856!4d106.8822466!16s%2Fg%2F11s0_xxhf7!19sChIJeb5JHV4fai4RNPwFAaKlEyw?authuser=0&hl=id&rclk=1
Ollong Coffee House,Kedai Kopi,"Jalan Muncang.93, Jl. Muncang No.93, RT.2/RW.18, Lagoa, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14270",Unknown,0813-8945-4440,"4,6",Unknown,"Kamis,17.00 hingga 00.00",106.908399,-6.1158322,https://www.google.com/maps/place/Ollong+Coffee+House/data=!4m7!3m6!1s0x2e6a1f25e80d1d8b:0x447e978f15e28a2d!8m2!3d-6.1158322!4d106.908399!16s%2Fg%2F11n6j2155h!19sChIJix0N6CUfai4RLYriFY-XfkQ?authuser=0&hl=id&rclk=1
Warkop x Coffeeshop Life.co,Kedai Kopi,"VVHQ+4GC, Jl. Swasembada Barat XII, RT.1/RW.5, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0896-2590-4551,"5,0",Unknown,"Kamis,Buka 24 jam",106.8887723,-6.1221813,https://www.google.com/maps/place/Warkop+x+Coffeeshop+Life.co/data=!4m7!3m6!1s0x2e6a1f0068f27a63:0x320ab49f458a23c2!8m2!3d-6.1221813!4d106.8887723!16s%2Fg%2F11yft338sx!19sChIJY3ryaAAfai4RwiOKRZ-0CjI?authuser=0&hl=id&rclk=1
ONS Coffee JKT,Kedai Kopi,"Jl. Sungai Bambu No.2, RT.9/RW.8, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",Unknown,0813-6876-1756,"5,0",Unknown,"Kamis,16.00 hingga 01.00",106.8865276,-6.1291927,https://www.google.com/maps/place/ONS+Coffee+JKT/data=!4m7!3m6!1s0x2e6a1f001f4bb277:0xae8e18b988faaa21!8m2!3d-6.1291927!4d106.8865276!16s%2Fg%2F11wxvqm173!19sChIJd7JLHwAfai4RIar6iLkYjq4?authuser=0&hl=id&rclk=1
"RT.5/RW.3, Tj. Priok, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta",Kedai Kopi,"VVHC+VJP, RT.5/RW.3, Tj. Priok, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14310",Unknown,Unknown,"5,0",Unknown,Unknown,106.8715858,-6.1202958,"https://www.google.com/maps/place/RT.5%2FRW.3,+Tj.+Priok,+Kec.+Tj.+Priok,+Jkt+Utara,+Daerah+Khusus+Ibukota+Jakarta/data=!4m7!3m6!1s0x2e6a1f003ac34703:0x419ee269f7d4e0dc!8m2!3d-6.1202958!4d106.8715858!16s%2Fg%2F11xv0v_xjc!19sChIJA0fDOgAfai4R3ODU92ninkE?authuser=0&hl=id&rclk=1"
Kopi Rata Kiri Tanjung Priok,Kedai Kopi,"Jl. Gadang No.31b 3, RT.3/RW.1, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",Unknown,0821-2223-4140,"5,0",Unknown,"Kamis,15.00 hingga 23.00",106.8836306,-6.1163706,https://www.google.com/maps/place/Kopi+Rata+Kiri+Tanjung+Priok/data=!4m7!3m6!1s0x2e6a1f55710ebb2d:0xd3ba837b35b90c21!8m2!3d-6.1163706!4d106.8836306!16s%2Fg%2F11pb1py7fm!19sChIJLbsOcVUfai4RIQy5NXuDutM?authuser=0&hl=id&rclk=1
SALAM RINDU COFFEE,Kedai Kopi,"Jl. Bakti No.43 1, RT.9/RW.3, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,Unknown,"5,0",Unknown,"Kamis,13.00 hingga 23.59",106.8849691,-6.1196785,https://www.google.com/maps/place/SALAM+RINDU+COFFEE/data=!4m7!3m6!1s0x2e6a1f97ab9816c1:0xac0788c041a6771a!8m2!3d-6.1196785!4d106.8849691!16s%2Fg%2F11rrh70ycd!19sChIJwRaYq5cfai4RGnemQcCIB6w?authuser=0&hl=id&rclk=1
SAM COFFEE,Kedai Kopi,"Jl. Swasembada Barat XVII No.1, RT.3/RW.03, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0889-1268-179,Unknown,Unknown,"Kamis,16.00 hingga 00.00",106.8850833,-6.1201809,https://www.google.com/maps/place/SAM+COFFEE/data=!4m7!3m6!1s0x2e6a1f64a6e3f321:0x2d6a98e85793ea0f!8m2!3d-6.1201809!4d106.8850833!16s%2Fg%2F11z613218x!19sChIJIfPjpmQfai4RD-qTV-iYai0?authuser=0&hl=id&rclk=1
Coffee & eatery jezz,Kedai Kopi,"Jl. Bakti No.RT 008, RT.7/RW.13, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0856-9732-8816,Unknown,Unknown,"Kamis,09.00 hingga 17.00",106.8848094,-6.1229163,https://www.google.com/maps/place/Coffee+%26+eatery+jezz/data=!4m7!3m6!1s0x2e6a1f004d01e135:0x241d5d351594f2fa!8m2!3d-6.1229163!4d106.8848094!16s%2Fg%2F11yhrfrybg!19sChIJNeEBTQAfai4R-vKUFTVdHSQ?authuser=0&hl=id&rclk=1
ONE WAY Coffee & Eatery,Kedai Kopi,"Jl. Kebon Bawang VI No.18, RT.5/RW.6, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,Unknown,"5,0",Unknown,"Kamis,16.00 hingga 02.00",106.8922456,-6.1149657,https://www.google.com/maps/place/ONE+WAY+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e6a1f6b31a047e1:0xae79fb812ba7480c!8m2!3d-6.1149657!4d106.8922456!16s%2Fg%2F11rd_dt0bq!19sChIJ4UegMWsfai4RDEinK4H7ea4?authuser=0&hl=id&rclk=1
OFFICERS CAFE KOLINLAMIL,Restoran,"MAKO KOLINLAMIL, Jl. Pelabuhan Tanjung Priuk, RW.1, Tj. Priok, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14310",Unknown,0882-0038-28044,"3,9",Unknown,"Kamis,15.00 hingga 19.00",106.8916632,-6.1068411,https://www.google.com/maps/place/OFFICERS+CAFE+KOLINLAMIL/data=!4m7!3m6!1s0x2e6a1f9f9f2cfa41:0xd9e49a426f9dc90d!8m2!3d-6.1068411!4d106.8916632!16s%2Fg%2F11v9c5bgnm!19sChIJQfosn58fai4RDcmdb0Ka5Nk?authuser=0&hl=id&rclk=1
Upeksha coffeeshop,Kedai Kopi,"VVQR+52G, Jl. Kb. Bawang, RT.1/RW.6, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0838-5175-8573,"5,0",Unknown,"Kamis,15.00 hingga 00.00",106.8900748,-6.1120655,https://www.google.com/maps/place/Upeksha+coffeeshop/data=!4m7!3m6!1s0x2e6a1f0b477d4983:0x5c8545c920071b57!8m2!3d-6.1120655!4d106.8900748!16s%2Fg%2F11l6qfxzj1!19sChIJg0l9Rwsfai4RVxsHIMlFhVw?authuser=0&hl=id&rclk=1
Kopi Yor Tanjung Priok,Kedai Kopi,"VVQM+6JV, Jl. Enim Raya, RT.1/RW.2, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",Unknown,Unknown,"2,8",Unknown,"Kamis,09.00 hingga 20.00",106.8840342,-6.1118751,https://www.google.com/maps/place/Kopi+Yor+Tanjung+Priok/data=!4m7!3m6!1s0x2e6a1f00e20239b9:0x5a9fe4f5a9d15ee4!8m2!3d-6.1118751!4d106.8840342!16s%2Fg%2F11h4qb9hng!19sChIJuTkC4gAfai4R5F7RqfXkn1o?authuser=0&hl=id&rclk=1
coffee labolatory,Kedai Kopi,"Jl. Yos Sudarso Kav 85 No.87, RT.9/RW.11, Sunter Jaya, Kec. Tj. Priok, Jakarta, Daerah Khusus Ibukota Jakarta 14350",Unknown,0815-7465-7041,"5,0",Unknown,"Kamis,Buka 24 jam",106.8867196,-6.1510483,https://www.google.com/maps/place/coffee+labolatory/data=!4m7!3m6!1s0x2e69f5ab63015663:0x4b6dbf23478537e7!8m2!3d-6.1510483!4d106.8867196!16s%2Fg%2F11sfb7yzbh!19sChIJY1YBY6v1aS4R5zeFRyO_bUs?authuser=0&hl=id&rclk=1
Ratai Coffee,Kedai Kopi,"VVRM+678, Tj. Priok, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14310",Unknown,Unknown,"4,5",Unknown,Unknown,106.8831924,-6.109451,https://www.google.com/maps/place/Ratai+Coffee/data=!4m7!3m6!1s0x2e6a1f001ae17f29:0xca23174625b1a852!8m2!3d-6.109451!4d106.8831924!16s%2Fg%2F11ld95kzfb!19sChIJKX_hGgAfai4RUqixJUYXI8o?authuser=0&hl=id&rclk=1
Sopopu Coffee,Kedai Kopi,"Jl. Griya Utama Blk. C No.9, RT.2/RW.5, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Unknown,0858-9055-1003,"4,9",Unknown,"Kamis,08.00 hingga 20.00",106.8545118,-6.1424817,https://www.google.com/maps/place/Sopopu+Coffee/data=!4m7!3m6!1s0x2e69f526a452614b:0x849fa5e2cac21d13!8m2!3d-6.1424817!4d106.8545118!16s%2Fg%2F11qn0xppq0!19sChIJS2FSpCb1aS4REx3CyuKln4Q?authuser=0&hl=id&rclk=1
Yellov cafe,Kafe,"Jl. Agung Tengah 4 No.2, RT.10/RW.16, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Unknown,0878-7568-7789,"4,5",Unknown,"Kamis,08.00 hingga 21.00",106.8671819,-6.144494,https://www.google.com/maps/place/Yellov+cafe/data=!4m7!3m6!1s0x2e69f5cd826553fb:0x9739b5179f289bf!8m2!3d-6.144494!4d106.8671819!16s%2Fg%2F11hr8rm2y5!19sChIJ-1Nlgs31aS4Rv4nyeVGbcwk?authuser=0&hl=id&rclk=1
LEOV COFFEE,Kedai Kopi,"Jl. Jati Raya No.12 5, RT.8/RW.9, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14320",Unknown,0877-7115-4784,"5,0",Unknown,"Kamis,17.00 hingga 00.00",106.8905459,-6.1294757,https://www.google.com/maps/place/LEOV+COFFEE/data=!4m7!3m6!1s0x2e6a1f51a57db6fb:0x8bd1c4593653b3f7!8m2!3d-6.1294757!4d106.8905459!16s%2Fg%2F11rcrg773x!19sChIJ-7Z9pVEfai4R97NTNlnE0Ys?authuser=0&hl=id&rclk=1
Baccarat Coffee,Kedai Kopi,"Jl. Lorong Z. Timur No.31 2, RT.2/RW.1, Koja, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14220",Unknown,0858-1725-7629,"4,3",Unknown,"Kamis,Buka 24 jam",106.8948108,-6.111036,https://www.google.com/maps/place/Baccarat+Coffee/data=!4m7!3m6!1s0x2e6a1f936339d591:0x3873c9738c6bf292!8m2!3d-6.111036!4d106.8948108!16s%2Fg%2F11clwp_yjq!19sChIJkdU5Y5Mfai4RkvJrjHPJczg?authuser=0&hl=id&rclk=1
Reneo Coffee,Kedai Kopi,"Jl. Muara Bahari No.16 2, RT.13/RW.2, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Unknown,Unknown,Unknown,Unknown,"Kamis,08.00 hingga 21.00",106.851344,-6.1316212,https://www.google.com/maps/place/Reneo+Coffee/data=!4m7!3m6!1s0x2e6a1f9128f2ddd9:0x6849def90c2600bf!8m2!3d-6.1316212!4d106.851344!16s%2Fg%2F11mm08n5r5!19sChIJ2d3yKJEfai4RvwAmDPneSWg?authuser=0&hl=id&rclk=1
Reneo Coffee,Kedai Kopi,"Jl. Ancol Selatan No.16, RT.02/RW.02, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Unknown,Unknown,Unknown,Unknown,"Kamis,08.00 hingga 21.00",106.8566312,-6.1296347,https://www.google.com/maps/place/Reneo+Coffee/data=!4m7!3m6!1s0x2e6a1f84815fe769:0xd3902444a4327751!8m2!3d-6.1296347!4d106.8566312!16s%2Fg%2F11ynxwzt27!19sChIJaedfgYQfai4RUXcypEQkkNM?authuser=0&hl=id&rclk=1
Warkop Sakosti Priok,Kedai Kopi,"Jl. Papanggo III No.1, RT.1/RW.3, Papanggo, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14340",Unknown,Unknown,"5,0",Unknown,Unknown,106.8773801,-6.1263629,https://www.google.com/maps/place/Warkop+Sakosti+Priok/data=!4m7!3m6!1s0x2e6a1f002ef81b33:0x604fdd1aa61e9cf8!8m2!3d-6.1263629!4d106.8773801!16s%2Fg%2F11nhzb6j0q!19sChIJMxv4LgAfai4R-JwephrdT2A?authuser=0&hl=id&rclk=1
Jago coffee sman18,Kedai Kopi,"Jl. Warakas I No.116 16, RT.12/RW.14, Tj. Priok, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14310",Unknown,Unknown,Unknown,Unknown,Unknown,106.8717513,-6.1207053,https://www.google.com/maps/place/Jago+coffee+sman18/data=!4m7!3m6!1s0x2e6a1f007eb4e4e9:0x37676207f7d162ea!8m2!3d-6.1207053!4d106.8717513!16s%2Fg%2F11zknbl98p!19sChIJ6eS0fgAfai4R6mLR9wdiZzc?authuser=0&hl=id&rclk=1
Jago Jaya Coffee,Kedai Kopi,"VV7C+RVJ, Jl. Metro Sunter Raya, RT.9/RW.4, Papanggo, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Unknown,Unknown,"5,0",Unknown,Unknown,106.8721545,-6.1354168,https://www.google.com/maps/place/Jago+Jaya+Coffee/data=!4m7!3m6!1s0x2e69f50067bfa131:0xedb9627b5f6264c!8m2!3d-6.1354168!4d106.8721545!16s%2Fg%2F11xdl29s39!19sChIJMaG_ZwD1aS4RTCb2tSeW2w4?authuser=0&hl=id&rclk=1
Point Coffee Danau Agung 2,Kedai Kopi,"Jl. Agung Tengah 4 No.13 17, RT.17/RW.13, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Unknown,(021) 1500280,"4,2",Unknown,"Kamis,07.00 hingga 22.00",106.8707157,-6.1433861,https://www.google.com/maps/place/Point+Coffee+Danau+Agung+2/data=!4m7!3m6!1s0x2e69f5382eaf4629:0x52b98575111225a6!8m2!3d-6.1433861!4d106.8707157!16s%2Fg%2F11h4cxf57p!19sChIJKUavLjj1aS4RpiUSEXWFuVI?authuser=0&hl=id&rclk=1
Viverri Specialty Coffee Roaster,Kedai Kopi,"Jl. Pluit Timur Residence Blok E Utara No.7, Pluit, Penjaringan, RT.9/RW.9, Pluit, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",Unknown,0817-6515-666,"4,5",Unknown,"Kamis,10.00 hingga 22.00",106.7962567,-6.120408,https://www.google.com/maps/place/Viverri+Specialty+Coffee+Roaster/data=!4m7!3m6!1s0x2e6a1deb6f01b2cd:0x3276a67b6730a3f2!8m2!3d-6.120408!4d106.7962567!16s%2Fg%2F11b6y5j8kj!19sChIJzbIBb-sdai4R8qMwZ3umdjI?authuser=0&hl=id&rclk=1
SatuWATT Penjaringan,Kedai Kopi,"JL Kampung Gusti, Komplek Taman Jl. Permata Indah No.II Blok K 3, RT.12/RW.14, Pejagalan, Penjaringan, North Jakarta City, Jakarta 14450",Unknown,0857-1152-2747,"4,6",Unknown,"Kamis,07.00 hingga 23.00",106.7780579,-6.1425312,https://www.google.com/maps/place/SatuWATT+Penjaringan/data=!4m7!3m6!1s0x2e69f700655f3179:0x6c39f36de679fe0a!8m2!3d-6.1425312!4d106.7780579!16s%2Fg%2F11lyvbw1ln!19sChIJeTFfZQD3aS4RCv555m3zOWw?authuser=0&hl=id&rclk=1
Kalijodo Coffee Teluk Gong,Kedai Kopi,"Jl. H No. 70 RT 11/10 Teluk Gong Penjagalan, RT.11/RW.10, Penjaringan, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",Unknown,0811-1082-493,"4,8",Unknown,"Kamis,09.00 hingga 19.00",106.78065,-6.13708,https://www.google.com/maps/place/Kalijodo+Coffee+Teluk+Gong/data=!4m7!3m6!1s0x2e69f7fd397354b7:0x42d23545d2b6f8d5!8m2!3d-6.13708!4d106.78065!16s%2Fg%2F11h_bg5cn1!19sChIJt1RzOf33aS4R1fi20kU10kI?authuser=0&hl=id&rclk=1
