name,category,address_full,website,phone_number,rating,reviews_count,hours,longitude,latitude,url
Muyen Coffee & Roastery Tebet,Kafe,"Jl. Tebet Raya No.76, RT.3/RW.3, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0819-1301-0220,"4,8",Unknown,"Kamis,07.00 hingga 23.00",106.8563359,-6.2280665,https://www.google.com/maps/place/Muyen+Coffee+%26+Roastery+Tebet/data=!4m7!3m6!1s0x2e69f3dc7107cfb3:0x3a8626931545b4c2!8m2!3d-6.2280665!4d106.8563359!16s%2Fg%2F11fb2j311p!19sChIJs88HcdzzaS4RwrRFFZMmhjo?authuser=0&hl=id&rclk=1
Kopi Nako Tebet,Kedai Kopi,"Jl. Tebet Barat Dalam X Parkiran No.10, RT.10/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,Unknown,"4,6",Unknown,"Kamis,08.00 hingga 23.00",106.8525089,-6.2419937,https://www.google.com/maps/place/Kopi+Nako+Tebet/data=!4m7!3m6!1s0x2e69f36eba3221f3:0xdaadf7dde0f8280e!8m2!3d-6.2419937!4d106.8525089!16s%2Fg%2F11jkzpr785!19sChIJ8yEyum7zaS4RDij44N33rdo?authuser=0&hl=id&rclk=1
ORKA Coffee - Tebet,Kedai Kopi,"Jl. Tebet Barat Dalam Raya No.60, RT.5/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0812-8025-6060,"4,6",Unknown,"Kamis,08.00 hingga 22.00",106.8467555,-6.2365625,https://www.google.com/maps/place/ORKA+Coffee+-+Tebet/data=!4m7!3m6!1s0x2e69f3bb561ebaff:0x83e06b20c1d83cf7!8m2!3d-6.2365625!4d106.8467555!16s%2Fg%2F11lgkthlj0!19sChIJ_7oeVrvzaS4R9zzYwSBr4IM?authuser=0&hl=id&rclk=1
"LEGE Coffee & Toastie, Tebet",Kedai Kopi,"Jl. Tebet Utara I No.8, RT.5/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,(021) 22908128,"4,8",Unknown,"Kamis,07.00 hingga 22.00",106.8527977,-6.2262174,"https://www.google.com/maps/place/LEGE+Coffee+%26+Toastie,+Tebet/data=!4m7!3m6!1s0x2e69f36a4b7928b7:0x3e9d213cd7567299!8m2!3d-6.2262174!4d106.8527977!16s%2Fg%2F11swf6s5bp!19sChIJtyh5S2rzaS4RmXJW1zwhnT4?authuser=0&hl=id&rclk=1"
Wood & Brew Café,Kedai Kopi,"Jl. Tebet Timur Raya No.8D, RT.8/RW.10, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0851-2192-1231,"4,8",Unknown,"Kamis,09.00 hingga 22.00",106.8525059,-6.2309364,https://www.google.com/maps/place/Wood+%26+Brew+Caf%C3%A9/data=!4m7!3m6!1s0x2e69f31cf132ca65:0xa5805cff6786a78f!8m2!3d-6.2309364!4d106.8525059!16s%2Fg%2F11vsf8yv39!19sChIJZcoy8RzzaS4Rj6eGZ_9cgKU?authuser=0&hl=id&rclk=1
Loffee Coffee & Eatery,Restoran,"13, Jl. Tebet Timur Dalam Raya No.44b, RT.1/RW.9, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0897-9311-696,"4,8",Unknown,Unknown,106.8563903,-6.2396851,https://www.google.com/maps/place/Loffee+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69f3247a06f5fb:0x3687dfc5c814ee6d!8m2!3d-6.2396851!4d106.8563903!16s%2Fg%2F11s4wdyyw6!19sChIJ-_UGeiTzaS4Rbe4UyMXfhzY?authuser=0&hl=id&rclk=1
Sleepless Owls,Kedai Kopi,"Jl. Tebet Utara Dalam No.27 7, RT.10/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,(021) 22837396,"4,3",Unknown,"Kamis,08.00 hingga 00.00",106.854612,-6.2259828,https://www.google.com/maps/place/Sleepless+Owls/data=!4m7!3m6!1s0x2e69f38535f0b507:0x1ae76a51d8f772b8!8m2!3d-6.2259828!4d106.854612!16s%2Fg%2F11cmcbwxj5!19sChIJB7XwNYXzaS4RuHL32FFq5xo?authuser=0&hl=id&rclk=1
Kopi Calf To Go Tebet,Kedai Kopi,"Jl. Tebet Raya No.55, RT.9/RW.1, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0852-8571-1031,"4,7",Unknown,"Kamis,08.00 hingga 00.00",106.8552938,-6.2282969,https://www.google.com/maps/place/Kopi+Calf+To+Go+Tebet/data=!4m7!3m6!1s0x2e69f33e12735d95:0x6160b7d04dd2cc30!8m2!3d-6.2282969!4d106.8552938!16s%2Fg%2F11mybz68hq!19sChIJlV1zEj7zaS4RMMzSTdC3YGE?authuser=0&hl=id&rclk=1
Coffee & Thyme Tebet,Kedai Kopi,"Jl. Tebet Timur Dalam Raya No.53 C, RT.8/RW.11, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0813-8910-1302,"4,7",Unknown,"Kamis,10.00 hingga 23.30",106.8570217,-6.233352,https://www.google.com/maps/place/Coffee+%26+Thyme+Tebet/data=!4m7!3m6!1s0x2e69f3663259d9df:0xf6150d0915bd2835!8m2!3d-6.233352!4d106.8570217!16s%2Fg%2F11t29b6sjx!19sChIJ39lZMmbzaS4RNSi9FQkNFfY?authuser=0&hl=id&rclk=1
Ribbon Coffee & Eatery,Kedai Kopi,"Jl. Tebet Bar. No.18, RT.10/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0811-888-192,"4,5",Unknown,"Kamis,09.00 hingga 23.00",106.8505207,-6.2332308,https://www.google.com/maps/place/Ribbon+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69f30078f16e81:0x3530361f5058f2aa!8m2!3d-6.2332308!4d106.8505207!16s%2Fg%2F11vs0y06sl!19sChIJgW7xeADzaS4RqvJYUB82MDU?authuser=0&hl=id&rclk=1
Flash Coffee - Bukit Duri Tebet,Kedai Kopi,"Jl. KH Abdullah Syafei No.17 15, RT.13/RW.5, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840",Unknown,0811-8139-8524,"4,8",Unknown,"Kamis,06.00 hingga 23.00",106.8545139,-6.224729,https://www.google.com/maps/place/Flash+Coffee+-+Bukit+Duri+Tebet/data=!4m7!3m6!1s0x2e69f347642bafa1:0x2f7a2b9791ac6e81!8m2!3d-6.224729!4d106.8545139!16s%2Fg%2F11yshh5v8c!19sChIJoa8rZEfzaS4RgW6skZcrei8?authuser=0&hl=id&rclk=1
Journey Coffee,Kedai Kopi,"Jl. KH Abdullah Syafei No.78 11, RT.11/RW.5, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,Unknown,"4,2",Unknown,"Kamis,10.00 hingga 22.30",106.8520626,-6.224022,https://www.google.com/maps/place/Journey+Coffee/data=!4m7!3m6!1s0x2e69f38f089099b5:0xc2c5d706e7f95f36!8m2!3d-6.224022!4d106.8520626!16s%2Fg%2F11b6hqj73t!19sChIJtZmQCI_zaS4RNl_55wbXxcI?authuser=0&hl=id&rclk=1
Atmè Coffee -Tebet,Kedai Kopi,"Jl. KH Abdullah Syafei No.59A 5, RT.5/RW.2, Manggarai Sel., Kec. Tebet, jakarta, Daerah Khusus Ibukota Jakarta 12860",Unknown,0881-0247-81447,"4,6",Unknown,"Kamis,08.00 hingga 23.00",106.8506077,-6.2236119,https://www.google.com/maps/place/Atm%C3%A8+Coffee+-Tebet/data=!4m7!3m6!1s0x2e69f352250336d5:0x6be7be4e7cce290e!8m2!3d-6.2236119!4d106.8506077!16s%2Fg%2F11y42l6hs_!19sChIJ1TYDJVLzaS4RDinOfE6-52s?authuser=0&hl=id&rclk=1
Dua Coffee @Tebet,Kafe,"Jl. Tebet Timur Raya No.9, RT.1/RW.7, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0877-7400-9694,"4,4",Unknown,"Kamis,07.00 hingga 22.00",106.8536683,-6.2372811,https://www.google.com/maps/place/Dua+Coffee+@Tebet/data=!4m7!3m6!1s0x2e69f3fbedb0c407:0x3c8bd315f3918d91!8m2!3d-6.2372811!4d106.8536683!16s%2Fg%2F11nz3m5w8y!19sChIJB8Sw7fvzaS4RkY2R8xXTizw?authuser=0&hl=id&rclk=1
Pouter Coffee Tebet,Kedai Kopi,"Jl. Tebet Timur Dalam Raya No.107a, RT.5/RW.6, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0821-9000-8319,"4,8",Unknown,"Kamis,07.30 hingga 21.30",106.8570549,-6.2369989,https://www.google.com/maps/place/Pouter+Coffee+Tebet/data=!4m7!3m6!1s0x2e69f3f480a691f1:0xf927f4578a372a13!8m2!3d-6.2369989!4d106.8570549!16s%2Fg%2F11sty7zyvs!19sChIJ8ZGmgPTzaS4REyo3ilf0J_k?authuser=0&hl=id&rclk=1
KOPIMANA27,Kedai Kopi,"Jl. Prof. DR. Soepomo No.45J, RT.14/RW.6, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0877-4554-1210,"4,6",Unknown,"Kamis,08.00 hingga 23.00",106.8456087,-6.2394533,https://www.google.com/maps/place/KOPIMANA27/data=!4m7!3m6!1s0x2e69f3be8251ae3d:0xec4f1f4429a3d8f6!8m2!3d-6.2394533!4d106.8456087!16s%2Fg%2F11bwkhmds0!19sChIJPa5Rgr7zaS4R9tijKUQfT-w?authuser=0&hl=id&rclk=1
House of Tebet 145,,"1, Jl. Tebet Raya No.145E, RT.1/RW.3, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0858-8102-1152,"4,4",Unknown,"Kamis,10.00 hingga 23.00",106.8582068,-6.2272595,https://www.google.com/maps/place/House+of+Tebet+145/data=!4m7!3m6!1s0x2e69f36d934e8c19:0x5e5a5bf85cd964fb!8m2!3d-6.2272595!4d106.8582068!16s%2Fg%2F11l3rks7mh!19sChIJGYxOk23zaS4R-2TZXPhbWl4?authuser=0&hl=id&rclk=1
Selawaktu Cafe,,"Jl. Tebet Timur Dalam Raya No.126, RT.2/RW.6, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,Unknown,"4,5",Unknown,"Kamis,08.00 hingga 00.00",106.8571063,-6.2355215,https://www.google.com/maps/place/Selawaktu+Cafe/data=!4m7!3m6!1s0x2e69f3562648a057:0xaf463367670b6f6!8m2!3d-6.2355215!4d106.8571063!16s%2Fg%2F11fmwtdcvk!19sChIJV6BIJlbzaS4R9rZwdjZj9Ao?authuser=0&hl=id&rclk=1
3Point Cafe & Resto,,"Jl. Tebet Raya No.90, RT.1/RW.3, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0818-0622-2556,"4,7",Unknown,"Kamis,10.00 hingga 22.00",106.8573422,-6.2276224,https://www.google.com/maps/place/3Point+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69f30a957efb11:0xe25b7a8001ae3aa!8m2!3d-6.2276224!4d106.8573422!16s%2Fg%2F11sqj39m46!19sChIJEft-lQrzaS4RquMaAKi3JQ4?authuser=0&hl=id&rclk=1
Kopi Lima Detik Tebet,,"Jl. Tebet Timur Dalam II No.42, RT.1/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0821-1809-3799,"4,6",Unknown,"Kamis,09.00 hingga 22.00",106.8560049,-6.2287003,https://www.google.com/maps/place/Kopi+Lima+Detik+Tebet/data=!4m7!3m6!1s0x2e69f31c4ee46c6f:0x49f9861f61e5727a!8m2!3d-6.2287003!4d106.8560049!16s%2Fg%2F11hxlv3qny!19sChIJb2zkThzzaS4RenLlYR-G-Uk?authuser=0&hl=id&rclk=1
Kopi Konnichiwa Tebet,,"Jl. Tebet Barat VIII No.22 10, RT.10/RW.3, Tebet Bar., Kec. Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12810",Unknown,0817-7997-4797,"4,5",Unknown,"Kamis,07.00 hingga 20.30",106.8487476,-6.2358209,https://www.google.com/maps/place/Kopi+Konnichiwa+Tebet/data=!4m7!3m6!1s0x2e69f37c71647105:0x5f07b34d7583a1a1!8m2!3d-6.2358209!4d106.8487476!16s%2Fg%2F11ns3m7t2t!19sChIJBXFkcXzzaS4RoaGDdU2zB18?authuser=0&hl=id&rclk=1
Kenduri Coffee House Tebet,,"jl.casablanca kav.18, Rt4 No.12, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",Unknown,0815-4608-7291,"5,0",Unknown,"Kamis,07.00 hingga 21.00",106.8401438,-6.2248852,https://www.google.com/maps/place/Kenduri+Coffee+House+Tebet/data=!4m7!3m6!1s0x2e69f30053028ceb:0xf0c3a1e166779fd3!8m2!3d-6.2248852!4d106.8401438!16s%2Fg%2F11w_mrlk5h!19sChIJ64wCUwDzaS4R0593ZuGhw_A?authuser=0&hl=id&rclk=1
TOMORO COFFEE - Tebet,,"Jl. Tebet Raya No.16 A, RT.1/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,Unknown,"4,7",Unknown,"Kamis,08.00 hingga 22.00",106.8500797,-6.2300735,https://www.google.com/maps/place/TOMORO+COFFEE+-+Tebet/data=!4m7!3m6!1s0x2e69f380be84888d:0x148d9d0ee9911eb9!8m2!3d-6.2300735!4d106.8500797!16s%2Fg%2F11krmcvw3k!19sChIJjYiEvoDzaS4RuR6R6Q6djRQ?authuser=0&hl=id&rclk=1
Merial Coffee House,,"Jl. Tebet Timur Dalam II No.15, RT.3/RW.11, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0858-7846-0700,"4,6",Unknown,"Kamis,09.00 hingga 23.00",106.8561451,-6.2309623,https://www.google.com/maps/place/Merial+Coffee+House/data=!4m7!3m6!1s0x2e69f3cacde6ae2f:0xf4e208c58d48d47d!8m2!3d-6.2309623!4d106.8561451!16s%2Fg%2F11t5x9fzlf!19sChIJL67mzcrzaS4RfdRIjcUI4vQ?authuser=0&hl=id&rclk=1
Sallo Coffee,,"1, Jl. Tebet Timur Raya No.43, RT.5/RW.10, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,Unknown,"4,3",Unknown,"Kamis,Buka 24 jam",106.8532321,-6.2390943,https://www.google.com/maps/place/Sallo+Coffee/data=!4m7!3m6!1s0x2e69f39a5568be19:0x323a8e9c42509a0e!8m2!3d-6.2390943!4d106.8532321!16s%2Fg%2F11cmtbtmz9!19sChIJGb5oVZrzaS4RDppQQpyOOjI?authuser=0&hl=id&rclk=1
Toko Kopi Klasik,,"Jl. Tebet Timur Dalam Raya No.29, RT.1/RW.8, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,Unknown,"4,5",Unknown,"Kamis,07.00 hingga 23.00",106.8557424,-6.2320221,https://www.google.com/maps/place/Toko+Kopi+Klasik/data=!4m7!3m6!1s0x2e69f34064c1351f:0x27ba18c152dea6c4!8m2!3d-6.2320221!4d106.8557424!16s%2Fg%2F11tt0xjf04!19sChIJHzXBZEDzaS4RxKbeUsEYuic?authuser=0&hl=id&rclk=1
Etera Tebet,,"Jl. Tebet Raya No.73, RT.2/RW.1, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0895-3960-85050,"4,6",Unknown,"Kamis,10.00 hingga 23.00",106.8566064,-6.2275379,https://www.google.com/maps/place/Etera+Tebet/data=!4m7!3m6!1s0x2e69f322dff28aff:0xa45b4e3aab5fbf6e!8m2!3d-6.2275379!4d106.8566064!16s%2Fg%2F11s39lnjk8!19sChIJ_4ry3yLzaS4Rbr9fqzpOW6Q?authuser=0&hl=id&rclk=1
Coffee spot Tebet,,"Jl. Prof. DR. Soepomo No.13, Tebet Bar., Kec. Tebet, Jakarta, Daerah Khusus, RT.5/RW.6, Tebet Bar., Kec. Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12810",Unknown,0857-1612-4357,"4,9",Unknown,"Kamis,08.00 hingga 22.00",106.8452193,-6.2407804,https://www.google.com/maps/place/Coffee+spot+Tebet/data=!4m7!3m6!1s0x2e69f394c7a563e3:0xd5d9006306b07a77!8m2!3d-6.2407804!4d106.8452193!16s%2Fg%2F11m6b__ngg!19sChIJ42Olx5TzaS4Rd3qwBmMA2dU?authuser=0&hl=id&rclk=1
Kotak Coffee @Tebet,,"6, Jl. Tebet Barat IX No.33, RT.4/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0859-7378-7251,"4,5",Unknown,"Kamis,08.00 hingga 22.00",106.8491415,-6.238896,https://www.google.com/maps/place/Kotak+Coffee+@Tebet/data=!4m7!3m6!1s0x2e69f3ff2e87ce81:0x19e6e994fc9523d4!8m2!3d-6.238896!4d106.8491415!16s%2Fg%2F11j4m1vqp8!19sChIJgc6HLv_zaS4R1COV_JTp5hk?authuser=0&hl=id&rclk=1
Kopi Deo,,"Jl. Tebet Timur Dalam II No.6, RT.1/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0821-8749-5677,"4,6",Unknown,"Kamis,10.00 hingga 23.00",106.8556022,-6.2314958,https://www.google.com/maps/place/Kopi+Deo/data=!4m7!3m6!1s0x2e69f358045a4b11:0x9e55e4a433036b97!8m2!3d-6.2314958!4d106.8556022!16s%2Fg%2F11rx38q_jb!19sChIJEUtaBFjzaS4Rl2sDM6TkVZ4?authuser=0&hl=id&rclk=1
Relung Kopi,,"7, Jl. Tebet Barat IX No.17, RT.7/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0822-1017-6262,"4,5",Unknown,"Kamis,07.00 hingga 23.30",106.8504262,-6.2385848,https://www.google.com/maps/place/Relung+Kopi/data=!4m7!3m6!1s0x2e69f374f56068eb:0x7e4dcf9b79d9deae!8m2!3d-6.2385848!4d106.8504262!16s%2Fg%2F11h_4nx3c4!19sChIJ62hg9XTzaS4Rrt7ZeZvPTX4?authuser=0&hl=id&rclk=1
KOPILOJIK,,"Jl. Tebet Timur Dalam Raya No.24 1, RT.1/RW.5, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0838-5133-4589,"4,7",Unknown,"Kamis,09.00 hingga 00.30",106.854971,-6.232052,https://www.google.com/maps/place/KOPILOJIK/data=!4m7!3m6!1s0x2e69f352bf3b502b:0xb9a04a70cc23d536!8m2!3d-6.232052!4d106.854971!16s%2Fg%2F11j4sn5s_5!19sChIJK1A7v1LzaS4RNtUjzHBKoLk?authuser=0&hl=id&rclk=1
Bukit Selatan at LOT139,,"Jl. Bukit Duri Selatan No.A4, Bukit Duri, Kec. Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12840",Unknown,Unknown,"4,8",Unknown,"Kamis,11.00 hingga 23.00",106.8535709,-6.2208808,https://www.google.com/maps/place/Bukit+Selatan+at+LOT139/data=!4m7!3m6!1s0x2e69f3af940ffb4d:0x7a3c8ca250a710f8!8m2!3d-6.2208808!4d106.8535709!16s%2Fg%2F11sdn6kfjn!19sChIJTfsPlK_zaS4R-BCnUKKMPHo?authuser=0&hl=id&rclk=1
Lektur (Coffee Shop),,"Jl. Tebet Timur Dalam Raya No.91 2, RT.2/RW.6, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0831-1117-0778,"4,7",Unknown,"Kamis,12.00 hingga 23.30",106.8571326,-6.2356099,https://www.google.com/maps/place/Lektur+%28Coffee+Shop%29/data=!4m7!3m6!1s0x2e69f39fc5937889:0xb25417381b1a1776!8m2!3d-6.2356099!4d106.8571326!16s%2Fg%2F11qq76w63d!19sChIJiXiTxZ_zaS4RdhcaGzgXVLI?authuser=0&hl=id&rclk=1
Malar Coffee,,"Jl. Tebet Barat IV No.11, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,Unknown,"4,6",Unknown,"Kamis,08.00 hingga 22.00",106.8492641,-6.2340932,https://www.google.com/maps/place/Malar+Coffee/data=!4m7!3m6!1s0x2e69f3b97926cbdd:0x1f8121e0cc73ff8b!8m2!3d-6.2340932!4d106.8492641!16s%2Fg%2F11kr8sksvp!19sChIJ3csmebnzaS4Ri_9zzOAhgR8?authuser=0&hl=id&rclk=1
Darling Habit Bake & Butter,,"65, Jl. Tebet Bar. No.65, RT.10/RW.5, West Tebet, Tebet, South Jakarta City, Jakarta 12810",Unknown,0823-1151-6889,"4,5",Unknown,"Kamis,08.00 hingga 22.00",106.8523749,-6.241491,https://www.google.com/maps/place/Darling+Habit+Bake+%26+Butter/data=!4m7!3m6!1s0x2e69f3bca44c299d:0x5deca12266f531a4!8m2!3d-6.241491!4d106.8523749!16s%2Fg%2F11g1lw9w1q!19sChIJnSlMpLzzaS4RpDH1ZiKh7F0?authuser=0&hl=id&rclk=1
Gora Coffee & Eatery Tebet,,"Jl. Tebet Raya No.11G 1, RT.20/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,(021) 8318496,"4,6",Unknown,"Kamis,09.00 hingga 21.30",106.8507106,-6.2299063,https://www.google.com/maps/place/Gora+Coffee+%26+Eatery+Tebet/data=!4m7!3m6!1s0x2e69f35b73ccb295:0x41df397165012abd!8m2!3d-6.2299063!4d106.8507106!16s%2Fg%2F11glfv9tv0!19sChIJlbLMc1vzaS4RvSoBZXE530E?authuser=0&hl=id&rclk=1
Ramu Nostalgia - Tebet,,"Jl. Tebet Barat Dalam Raya IX No.56, RT.3/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,Unknown,"4,2",Unknown,"Kamis,12.00 hingga 02.00",106.8483431,-6.238877,https://www.google.com/maps/place/Ramu+Nostalgia+-+Tebet/data=!4m7!3m6!1s0x2e69f35f575d9a31:0xf79db71b63b4ad3c!8m2!3d-6.238877!4d106.8483431!16s%2Fg%2F11rhh2_xd2!19sChIJMZpdV1_zaS4RPK20Yxu3nfc?authuser=0&hl=id&rclk=1
"BUNTU Coffee, Kitchen & Space",,"Jl. Tebet Timur Dalam Raya No.22, RT.1/RW.5, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0857-2181-9999,"4,6",Unknown,"Kamis,10.00 hingga 22.30",106.8547324,-6.231988,"https://www.google.com/maps/place/BUNTU+Coffee,+Kitchen+%26+Space/data=!4m7!3m6!1s0x2e69f333ef2e1f69:0x1b0ef87ee388a60a!8m2!3d-6.231988!4d106.8547324!16s%2Fg%2F11gzs5_5bj!19sChIJaR8u7zPzaS4RCqaI4374Dhs?authuser=0&hl=id&rclk=1"
TORAJA COFFEE HOUSE,,"Jl. Raya Casablanca No.1 B, RT.9/RW.10, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",Unknown,(021) 28542136,"4,6",Unknown,"Kamis,09.00 hingga 22.00",106.8360671,-6.2258471,https://www.google.com/maps/place/TORAJA+COFFEE+HOUSE/data=!4m7!3m6!1s0x2e69f3f218702c6f:0xd04840d72f20af89!8m2!3d-6.2258471!4d106.8360671!16s%2Fg%2F11fz9c5jkq!19sChIJbyxwGPLzaS4Ria8gL9dASNA?authuser=0&hl=id&rclk=1
OSH Jakarta,,"Jl. Tebet Barat IX No.3, RT.7/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0852-1814-1171,"4,8",Unknown,"Kamis,09.00 hingga 22.00",106.8514282,-6.2384529,https://www.google.com/maps/place/OSH+Jakarta/data=!4m7!3m6!1s0x2e69f39a9a5c9a11:0x59e9582fe2105155!8m2!3d-6.2384529!4d106.8514282!16s%2Fg%2F11stnx6601!19sChIJEZpcmprzaS4RVVEQ4i9Y6Vk?authuser=0&hl=id&rclk=1
UNITE TEBET || Coffee & Social Space,,"Jl. KH Abdullah Syafei No.20, RT.4/RW.1, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0877-9898-5561,"4,3",Unknown,"Kamis,10.00 hingga 02.00",106.8490267,-6.2239074,https://www.google.com/maps/place/UNITE+TEBET+%7C%7C+Coffee+%26+Social+Space/data=!4m7!3m6!1s0x2e69f3b3bc32d3fd:0x6b2d0fce1fe0d524!8m2!3d-6.2239074!4d106.8490267!16s%2Fg%2F11xkg8bfqw!19sChIJ_dMyvLPzaS4RJNXgH84PLWs?authuser=0&hl=id&rclk=1
Williams Coffee & Roaster,,"Jl. Tebet Timur Dalam Raya No.65C, RT.11/RW.7, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840",Unknown,0821-2231-2935,"4,5",Unknown,"Kamis,09.00 hingga 02.00",106.8566266,-6.2374722,https://www.google.com/maps/place/Williams+Coffee+%26+Roaster/data=!4m7!3m6!1s0x2e69f3b035d59edd:0x2d344afaf0475c89!8m2!3d-6.2374722!4d106.8566266!16s%2Fg%2F11jt1jlyz4!19sChIJ3Z7VNbDzaS4RiVxH8PpKNC0?authuser=0&hl=id&rclk=1
Until Tomorrow 888 - Tebet,,"Jl. Tebet Timur Dalam Raya No.99, RT.3/RW.6, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0812-2828-0595,"4,8",Unknown,Unknown,106.857092,-6.2363287,https://www.google.com/maps/place/Until+Tomorrow+888+-+Tebet/data=!4m7!3m6!1s0x2e69f318696facb3:0xc0bee6a405161063!8m2!3d-6.2363287!4d106.857092!16s%2Fg%2F11shss5fvt!19sChIJs6xvaRjzaS4RYxAWBaTmvsA?authuser=0&hl=id&rclk=1
Kafein Tebet,,"4, Jl. KH Abdullah Syafei No.26, RT.1/RW.1, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12860",Unknown,0878-2421-3317,"4,8",Unknown,"Kamis,12.00 hingga 20.00",106.8483368,-6.2239348,https://www.google.com/maps/place/Kafein+Tebet/data=!4m7!3m6!1s0x2e69f39a7cf97b67:0xf1e7cffed29c6644!8m2!3d-6.2239348!4d106.8483368!16s%2Fg%2F11kf90_8vj!19sChIJZ3v5fJrzaS4RRGac0v7P5_E?authuser=0&hl=id&rclk=1
